P0	SU_photonEnergy	SU_outgoingMaxF_X	SU_outgoingMinF_X	SU_outgoingMaxF_Y	SU_outgoingMinF_Y	SU_intensityH_width_X	SU_intensityH_centerWidth_X	SU_intensityH_centerMass_X	SU_intensityH_width_Y	SU_intensityH_centerWidth_Y	SU_intensityH_centerMass_Y	SU_energyH_width	SU_energyH_centerWidth	SU_energyH_centerMass	SU_pathlengthH_width	SU_pathlengthH_centerWidth	SU_pathlengthH_centerMass	SU_phi_width	SU_phi_centerWidth	SU_phi_centerMass	SU_psi_width	SU_psi_centerWidth	SU_psi_centerMass	SU_incoming_NO	SU_absorbed_NO	SU_outgoing_NO	SU_incoming_R	SU_absorbed_R	SU_outgoing_R	SU_efficiency	SU_S1S0	SU_S2S0	SU_S3S0	SU_focus_horizontal_z0	SU_focus_horizontal_width	SU_focus_horizontal_theta	SU_focus_horizontal_depth	SU_focus_vertical_z0	SU_focus_vertical_width	SU_focus_vertical_theta	SU_focus_vertical_depth
10	612.820512821	0.11885178212379	-0.119123649268091	0.0914239695908799	-0.0915862806283733	0.0627833488439675	5.75361526555657e-05	-0.00013593357215029	0.0480842332634245	8.3171125377441e-05	-8.11555187466978e-05	0.612819486667377	612.820512838176	612.820512838176	0	0	0	0.00228392789019263	1.41269778684838e-06	3.49257103483304e-06	0.00215137473781569	3.99034016895501e-06	2.99892373456859e-07	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	-1.19706	0.0265363	1.6891e-05	3142.07	-1.25595	0.0203978	1.59138e-05	2563.54
11	664.102564103	0.114021694900267	-0.116390600672663	0.0881254080335178	-0.0873019567105075	0.0606313376335489	-5.66533888349124e-05	0.00109685697095964	0.0462562457112667	-8.45160850066612e-06	0.00041172566150513	0.664102165341774	664.102564175105	664.102564175105	0	0	0	0.00220136816395583	1.82810464118433e-06	-1.31352605880078e-05	0.00206665702110083	1.07034121116863e-06	1.11825852258827e-05	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	-2.51798	0.0259177	1.63095e-05	3178.23	-0.617124	0.0195953	1.52906e-05	2563.05
12	715.384615385	0.113647966176572	-0.11427913697814	0.0850042845992539	-0.0850271329292067	0.059755043783279	8.08189442295174e-05	-0.000315585400784205	0.0446260565938266	-2.26365010526294e-05	-1.14241649764313e-05	0.715384143144433	715.384615409177	715.384615409177	0	0	0	0.00212682690099508	6.70180701952674e-07	-5.3027332428332e-06	0.00198282572008768	-2.25455445340369e-06	-4.97795798896352e-06	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	-0.767275	0.025402	1.57895e-05	3217.59	-0.727988	0.0188855	1.47471e-05	2561.26
13	766.666666667	0.111387999327061	-0.112178926597557	0.0817552445690251	-0.0803905922254888	0.0585715426921455	5.68856143225126e-05	-0.000395463635248075	0.0430055897382716	-6.68891736894488e-05	0.000682326171768124	0.766666218473347	766.666666459008	766.666666459008	0	0	0	0.00206296249171957	2.61035008453461e-06	9.6003663926595e-06	0.00192553022316075	2.91441640739415e-07	1.04968392862417e-05	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	0.718826	0.0249329	1.53215e-05	3254.63	-0.232831	0.0182517	1.42443e-05	2562.68
14	817.948717949	0.110173042947239	-0.108954065562247	0.0790812513237717	-0.0793043672644903	0.0578173232145457	-2.93704525719495e-05	0.000609488692495996	0.0416166018499083	0.00011738584239647	-0.000111557970359305	0.817948098538977	817.948717692434	817.948717692434	0	0	0	0.00201354459259728	-4.80561546074344e-06	-2.04022123076767e-06	0.00185885810391692	8.2124154886557e-08	-6.58892263996798e-07	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	-1.38436	0.0245291	1.49084e-05	3290.64	0.172239	0.0176892	1.37945e-05	2564.68
15	869.230769231	0.107605495402614	-0.107754855159277	0.0769768973919321	-0.0767703865641883	0.0569285770584659	6.10020071563147e-05	-7.46798783318459e-05	0.0404471583253921	2.90631813927578e-07	0.000103255413871919	0.869229880119519	869.230768925566	869.230768925566	0	0	0	0.00195922151002817	4.54586529512017e-07	1.71621015816188e-05	0.00181094222246352	-1.98951581385082e-06	-1.1543118052096e-05	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	1.13403	0.0241726	1.45175e-05	3330.13	1.67115	0.017178	1.33768e-05	2568.33
16	920.512820513	0.106890733941594	-0.106596464168309	0.0749635638213931	-0.0740895672848454	0.0562979757041715	6.22904356893696e-05	0.000147134886642683	0.039432902029455	4.42545403286469e-05	0.000436998268273883	0.920511946810052	920.512820660562	920.512820660562	0	0	0	0.00190037212288296	-1.36711772205915e-06	1.10154270869774e-06	0.00176002273031366	-2.33061612953209e-06	-6.98575681535923e-06	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	0.358151	0.0238253	1.41717e-05	3362.39	0.283081	0.0167044	1.29896e-05	2571.96
17	971.794871795	0.105281945925552	-0.103937910952875	0.0731568176758815	-0.0731131796541841	0.0554136725534203	-1.69619408968563e-05	0.000672017486338355	0.0383426695643453	-1.03044816482517e-05	2.18190108486754e-05	0.971793187168714	971.794871962217	971.794871962217	0	0	0	0.00186874224996747	-3.0802361615258e-06	6.36040383445585e-06	0.00170959993262106	4.35320234830425e-07	-1.48423554771904e-05	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	-1.14089	0.0234885	1.38617e-05	3388.97	-0.234038	0.0162604	1.26549e-05	2569.82
18	1023.07692308	0.104405422913188	-0.104429158473638	0.0709676076671862	-0.0709925562622294	0.0548285022209496	1.39207246566131e-05	-1.18677802248973e-05	0.0375006453920669	-4.05430764243014e-05	-1.24742975215753e-05	1.02307572119969	1023.07692309093	1023.07692309093	0	0	0	0.0018396912513734	-7.71492254641993e-07	9.61208120251345e-06	0.00166385677822959	-2.37966101997926e-07	1.09592763307448e-05	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	0.880481	0.0232225	1.35679e-05	3423.15	0.394122	0.0158506	1.23403e-05	2568.92
19	1074.35897436	0.103158886419807	-0.103068091919134	0.0695788642932306	-0.0693121606700908	0.0542985977497807	-4.71210738192812e-05	4.53972503364347e-05	0.0363567441190743	-2.99999768401255e-05	0.000133351811569898	1.07435695830281	1074.3589749083	1074.3589749083	0	0	0	0.00178643671107245	-2.85207389848262e-06	1.9216075381732e-05	0.00162453022645893	-3.72152821353231e-06	-1.02907937816967e-05	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	-2.36833	0.0229541	1.3308e-05	3449.68	0.0383549	0.0154815	1.20368e-05	2572.36
20	1125.64102564	0.102105287760426	-0.101801284002959	0.0673785891584224	-0.0676848430495388	0.0535477225967967	5.32978573358767e-07	0.000152001878733446	0.0358042016463994	6.03614542960783e-05	-0.000153126945558163	1.1256400446905	1125.64102611736	1125.64102611736	0	0	0	0.00176956395439131	1.75211011406928e-06	-2.92809404507086e-05	0.00158386793875659	1.61424755767622e-06	1.26128165403214e-05	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	0.301148	0.0227517	1.30574e-05	3484.87	-0.773585	0.0151418	1.17572e-05	2575.74
21	1176.92307692	0.100911982970367	-0.101375098485022	0.066439148200301	-0.0664965980538906	0.053210488562953	-4.57716394987664e-05	-0.000231557757327638	0.0348359841884887	-1.86317525829732e-05	-2.87249267947876e-05	1.17692197059728	1176.92307676506	1176.92307676506	0	0	0	0.00172766022487891	9.98227643886048e-07	9.92996904274155e-06	0.00155168340822068	1.7440905201397e-07	-2.23229971638796e-05	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	1.91447	0.0225304	1.28185e-05	3515.3	0.382628	0.0148222	1.15154e-05	2574.33
22	1228.20512821	0.100027206349244	-0.0996529994916411	0.0647550243677788	-0.0649354589154008	0.0525618066569313	5.55209382304377e-05	0.000187103428801419	0.0341862160424491	3.45997221744658e-05	-9.02172738109913e-05	1.22820430292882	1228.2051284108	1228.2051284108	0	0	0	0.0017003722622777	2.70441633756443e-06	-8.23052596757605e-06	0.00152229119363399	3.97656306138185e-06	1.38839833600979e-05	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	0.251392	0.0223413	1.25997e-05	3546.33	-1.80914	0.0145167	1.12627e-05	2577.83
23	1279.48717949	0.0984133563767921	-0.0993924795790864	0.0639018824555911	-0.0629033207426851	0.0521144820146511	1.61128580809834e-05	-0.000489561601147145	0.0332756501879272	-2.46905696733857e-05	0.000499280856452969	1.27948557099967	1279.4871795555	1279.4871795555	0	0	0	0.00167694364726536	7.4905921890829e-07	-1.68028931051829e-05	0.00148793491910111	-2.88379614339293e-07	1.35083935821735e-05	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	1.76367	0.0221639	1.23999e-05	3574.86	0.29607	0.014223	1.10376e-05	2577.19
24	1330.76923077	0.0987256155358664	-0.0983678654159796	0.0619503559144509	-0.0619554056884513	0.0516319133981898	-0.000150302474246286	0.000178875059943392	0.0329465807302958	2.0555560504322e-05	-2.52488700015763e-06	1.33076771313017	1330.76923083542	1330.76923083542	0	0	0	0.00164443269114621	-2.56802337296165e-06	6.55158342246012e-06	0.00144736098585748	-1.76657536841182e-06	-1.80480195215334e-06	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	0.394107	0.0219644	1.2206e-05	3598.96	-0.878905	0.0139584	1.08133e-05	2581.72
25	1382.05128205	0.098036070540826	-0.0981100120766816	0.0615069605338618	-0.0614690762401395	0.0514914068280197	-2.33029448285689e-05	-3.69707679277881e-05	0.0321325281623336	4.18220217227767e-05	1.89421468611561e-05	1.38204853439925	1382.05128241864	1382.05128241864	0	0	0	0.00161483254829859	1.6375711032197e-06	2.30311784043848e-05	0.00142757459347149	2.6904110184458e-06	-7.73103928830348e-06	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	0.886701	0.0218117	1.20324e-05	3625.51	-0.748264	0.0136951	1.06087e-05	2581.87
26	1433.33333333	0.0972830988165651	-0.0971178101729612	0.0603844328728712	-0.0602759773737647	0.0507486818571824	4.09333977334815e-05	8.26443218019252e-05	0.0316426245756626	6.51621174617423e-06	5.42277495532428e-05	1.43333243347502	1433.33333349758	1433.33333349758	0	0	0	0.00161081404086344	-3.60864335320675e-06	-4.79304596696191e-06	0.00141192576950481	-2.5928134123783e-06	3.65659571168906e-06	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	0.712482	0.0216719	1.18639e-05	3653.43	-0.38707	0.0134574	1.04291e-05	2580.74
27	1484.61538462	0.096745861925026	-0.0964702216586257	0.0586811089064688	-0.0586541367417062	0.0504635864326121	-2.77799738260844e-05	0.000137820133200128	0.0312154337620237	-4.16636781529894e-06	1.34860823812963e-05	1.48461178503931	1484.61538580149	1484.61538580149	0	0	0	0.00157824699363585	3.62731267938951e-07	4.70150899050444e-07	0.0013835576765934	2.25722057266384e-06	-1.68412276134759e-05	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	-0.792937	0.0215113	1.17019e-05	3676.54	-0.911601	0.0132376	1.02408e-05	2585.26
28	1535.8974359	0.0961006887668934	-0.0958442229634012	0.058352842013614	-0.0578016860451295	0.0503005843626542	-6.11770088279617e-06	0.000128232901746128	0.0308095199189992	-5.42512095901976e-05	0.000275577984242215	1.53589706516095	1535.89743572947	1535.89743572947	0	0	0	0.00156008234046206	-9.72524003831445e-07	-1.19147253803452e-06	0.0013519749249422	4.06870887713828e-08	3.52109584112132e-06	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	1.64592	0.0213973	1.15571e-05	3702.87	-1.67632	0.0130247	1.00719e-05	2586.34
29	1587.17948718	0.0946372667927938	-0.0955776504984603	0.0573772024701733	-0.0575474873686875	0.0500079852873007	-2.32077205458113e-05	-0.000470191852833257	0.0300813717785869	-1.13703860959991e-06	-8.51424492571418e-05	1.58717680827158	1587.17948717838	1587.17948717838	0	0	0	0.00152886327024787	-2.08072011067639e-06	-5.50067311836343e-06	0.00133718411876849	-5.30992596827753e-07	2.33618849586554e-06	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	1.03016	0.0212498	1.14214e-05	3721.07	0.993164	0.0128071	9.91377e-06	2583.71
30	1638.46153846	0.0948479891338813	-0.0950828408956452	0.05637828861072	-0.0567724080983664	0.0495503127840332	-3.29641619394097e-05	-0.000117425880881955	0.0297452093135057	9.83936957836898e-06	-0.000197059743823169	1.63845888549281	1638.46153775332	1638.46153775332	0	0	0	0.0015222103191895	-3.86294039254258e-06	-2.11629358185554e-05	0.00132258550702106	-1.02074384589884e-06	-3.0291474668368e-06	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	-1.0886	0.0211488	1.12808e-05	3749.52	-0.388428	0.0126154	9.76163e-06	2584.7
31	1689.74358974	0.0930104086678036	-0.0944878814703874	0.0558327172300938	-0.0549842160650676	0.049206959681838	2.72622023837071e-05	-0.000738736401291892	0.0293240733289937	-3.46568489833551e-05	0.000424250582513087	1.68974190315112	1689.74358940849	1689.74358940849	0	0	0	0.00150575048067393	-1.50155150502925e-06	-1.56437615966756e-05	0.001299854012719	-4.99654646377956e-07	-7.76594773263225e-06	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	0.795315	0.0210386	1.11453e-05	3775.34	-0.682736	0.0124265	9.60875e-06	2586.49
32	1741.02564103	0.0939425680123364	-0.0935149586265671	0.0540448364248283	-0.0543612890953905	0.0496965777886041	7.35813465512283e-05	0.000213804692884664	0.0288779779453663	-4.14038112742914e-05	-0.000158226335281127	1.74102500630988	1741.02564082931	1741.02564082931	0	0	0	0.0014850907476706	1.7305887400421e-08	-3.1765746669795e-06	0.00128139702975388	-9.62322708044825e-07	-7.52074158504295e-06	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	-0.14307	0.0209488	1.10353e-05	3796.7	0.853656	0.0122439	9.47716e-06	2583.87
33	1792.30769231	0.0936267660639557	-0.093726323294361	0.0542010833184706	-0.0541414311593758	0.0494581196495989	6.71166705231568e-06	-4.97786152026392e-05	0.0285218187681509	9.94974741291149e-06	2.98260795474001e-05	1.79230625693958	1792.30769199127	1792.30769199127	0	0	0	0.00147141967119444	1.48401796638451e-06	2.21329242971503e-05	0.00125186630481183	-1.51643766370174e-07	2.87350595547936e-06	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	1.35308	0.0208567	1.09175e-05	3820.78	-0.265159	0.0120922	9.33361e-06	2591.12
34	1843.58974359	0.0923822351418419	-0.0932381092292492	0.0526471156766755	-0.0535310058335561	0.0489258092500886	1.38021227961554e-05	-0.000427937043703627	0.0281231861877452	8.66340705867573e-06	-0.000441945078440323	1.84358958724511	1843.58974358437	1843.58974358437	0	0	0	0.00145612073933804	-2.01785538436934e-06	1.22622664278185e-05	0.00124750496614081	-2.26730830174494e-06	-4.96004616806116e-06	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	1.06371	0.0207634	1.08042e-05	3843.58	1.09507	0.0119146	9.2044e-06	2588.89
35	1894.87179487	0.0918590323925299	-0.0926332495515809	0.0528409949288466	-0.0526013571165136	0.0484279919385489	-2.60186018887672e-05	-0.000387108579525508	0.027783212328173	2.79165084784757e-05	0.000119818906166518	1.89486688066222	1894.87179337007	1894.87179337007	0	0	0	0.00144549431023503	5.40655622788743e-07	-2.10443384888884e-06	0.00122329996890648	-1.81304221706234e-07	1.13292267496165e-07	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	2.10713	0.0206625	1.07022e-05	3861.35	-1.05006	0.0117688	9.07845e-06	2592.69
36	1946.15384615	0.0919876488986402	-0.0922529421293678	0.052121037308825	-0.0520621127170813	0.0483936527201026	-8.31396702974593e-05	-0.000132646615363816	0.0275124873389018	1.7681358917266e-05	2.94622958718627e-05	1.94615248857758	1946.15384556215	1946.15384556215	0	0	0	0.00143119344967858	-1.30741757614172e-06	-1.49314012814847e-05	0.0012088137710461	-6.4924540714331e-07	5.76748388292532e-06	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	-2.1799	0.0205681	1.06006e-05	3880.55	-0.870768	0.0116184	8.95772e-06	2594.06
37	1997.43589744	0.0920944233185619	-0.0919555339481169	0.0511889022485915	-0.0514983924182969	0.0482770518501319	-9.02793354798578e-05	6.94446852224778e-05	0.0270306322551965	-3.63715720987125e-05	-0.000154745084852727	1.99743288121613	1997.43589622378	1997.43589622378	0	0	0	0.0014183298769857	-1.33129748581444e-06	4.60718230108504e-07	0.00119570561337378	-2.57198998443854e-06	-1.56109981128598e-05	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	0.0812191	0.0204895	1.04968e-05	3903.93	0.233	0.0114759	8.85171e-06	2592.91
38	2048.71794872	0.0912581220327	-0.091478878538026	0.05088361484402	-0.0506509759417726	0.0479262609217764	-7.402096990098e-05	-0.000110378252662996	0.026612683003596	3.63984224607487e-05	0.000116319451123718	2.04871756308057	2048.71794863738	2048.71794863738	0	0	0	0.00139491676126954	-3.55701294241456e-06	-2.55574138789162e-05	0.00117646122574468	-6.1379935762068e-07	4.87071697922352e-06	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	0.43122	0.0204049	1.0407e-05	3921.37	1.17888	0.0113377	8.73474e-06	2596.01
39	2100	0.090593998103857	-0.0914271426593805	0.0494846424535097	-0.0500269003822075	0.0480220156266085	9.72614657852519e-06	-0.000416572277761762	0.0262759227252598	-1.24059794329636e-05	-0.000271128964348874	2.09999827021375	2099.99999953815	2099.99999953815	0	0	0	0.00139267128146489	2.57546462950121e-07	-9.27422086105956e-06	0.00116396072515616	-3.57176873947763e-07	4.01838387136325e-07	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	-1.04407	0.0203417	1.03146e-05	3944.25	-0.0682405	0.0112017	8.6322e-06	2595.32
