Energy1[eV]	Photons1	Energy3[eV]	Photons3	Energy5[eV]	Photons5	Energy7[eV]	Photons7
5.19963e+2	3.60795e+14	1.55989e+3	9.65348e+12	2.59981e+3	2.82908e+11	3.63974e+3	8.43258e+9
5.19716e+2	3.61871e+14	1.55915e+3	9.74301e+12	2.59858e+3	2.87343e+11	3.63802e+3	8.61925e+9
5.19470e+2	3.62948e+14	1.55841e+3	9.83315e+12	2.59735e+3	2.91836e+11	3.63629e+3	8.80959e+9
5.19223e+2	3.64025e+14	1.55767e+3	9.92389e+12	2.59612e+3	2.96389e+11	3.63456e+3	9.00365e+9
5.18977e+2	3.65103e+14	1.55693e+3	1.00152e+13	2.59488e+3	3.01001e+11	3.63284e+3	9.20150e+9
5.18730e+2	3.66181e+14	1.55619e+3	1.01072e+13	2.59365e+3	3.05673e+11	3.63111e+3	9.40321e+9
5.18482e+2	3.67260e+14	1.55545e+3	1.01998e+13	2.59241e+3	3.10407e+11	3.62938e+3	9.60884e+9
5.18235e+2	3.68339e+14	1.55470e+3	1.02930e+13	2.59117e+3	3.15202e+11	3.62764e+3	9.81846e+9
5.17987e+2	3.69418e+14	1.55396e+3	1.03868e+13	2.58994e+3	3.20059e+11	3.62591e+3	1.00321e+10
5.17739e+2	3.70498e+14	1.55322e+3	1.04813e+13	2.58870e+3	3.24979e+11	3.62417e+3	1.02499e+10
5.17491e+2	3.71578e+14	1.55247e+3	1.05788e+13	2.58746e+3	3.29962e+11	3.62244e+3	1.04719e+10
5.17243e+2	3.72422e+14	1.55173e+3	1.06746e+13	2.58621e+3	3.35010e+11	3.62070e+3	1.06981e+10
5.16994e+2	3.73503e+14	1.55098e+3	1.07684e+13	2.58497e+3	3.40122e+11	3.61896e+3	1.09287e+10
5.16746e+2	3.74583e+14	1.55024e+3	1.08653e+13	2.58373e+3	3.45300e+11	3.61722e+3	1.11636e+10
5.16497e+2	3.75664e+14	1.54949e+3	1.09629e+13	2.58248e+3	3.50543e+11	3.61548e+3	1.14031e+10
5.16247e+2	3.76745e+14	1.54874e+3	1.10611e+13	2.58124e+3	3.55854e+11	3.61373e+3	1.16471e+10
5.15998e+2	3.77827e+14	1.54799e+3	1.11600e+13	2.57999e+3	3.61232e+11	3.61199e+3	1.18957e+10
5.15749e+2	3.78910e+14	1.54725e+3	1.12595e+13	2.57874e+3	3.66678e+11	3.61024e+3	1.21490e+10
5.15499e+2	3.79991e+14	1.54650e+3	1.13596e+13	2.57749e+3	3.72192e+11	3.60849e+3	1.24070e+10
5.15249e+2	3.81073e+14	1.54575e+3	1.14604e+13	2.57624e+3	3.77776e+11	3.60674e+3	1.26699e+10
5.14999e+2	3.82156e+14	1.54500e+3	1.15618e+13	2.57499e+3	3.83431e+11	3.60499e+3	1.29378e+10
5.14748e+2	3.83239e+14	1.54424e+3	1.16639e+13	2.57374e+3	3.89156e+11	3.60324e+3	1.32106e+10
5.14498e+2	3.84323e+14	1.54349e+3	1.17666e+13	2.57249e+3	3.94952e+11	3.60148e+3	1.34885e+10
5.14247e+2	3.85407e+14	1.54274e+3	1.18700e+13	2.57123e+3	4.00821e+11	3.59973e+3	1.37716e+10
5.13996e+2	3.86491e+14	1.54199e+3	1.19740e+13	2.56998e+3	4.06762e+11	3.59797e+3	1.40600e+10
5.13745e+2	3.87821e+14	1.54123e+3	1.20787e+13	2.56872e+3	4.12778e+11	3.59621e+3	1.43537e+10
5.13493e+2	3.88907e+14	1.54048e+3	1.21840e+13	2.56747e+3	4.18867e+11	3.59445e+3	1.46528e+10
5.13242e+2	3.89992e+14	1.53973e+3	1.22901e+13	2.56621e+3	4.25032e+11	3.59269e+3	1.49574e+10
5.12990e+2	3.91078e+14	1.53897e+3	1.23967e+13	2.56495e+3	4.31272e+11	3.59093e+3	1.52676e+10
5.12738e+2	3.92165e+14	1.53821e+3	1.25041e+13	2.56369e+3	4.37589e+11	3.58917e+3	1.55835e+10
5.12486e+2	3.93251e+14	1.53746e+3	1.26121e+13	2.56243e+3	4.43983e+11	3.58740e+3	1.59051e+10
5.12234e+2	3.94338e+14	1.53670e+3	1.27207e+13	2.56117e+3	4.50455e+11	3.58563e+3	1.62326e+10
5.11981e+2	3.95425e+14	1.53594e+3	1.28335e+13	2.55991e+3	4.57005e+11	3.58387e+3	1.65661e+10
5.11728e+2	3.96512e+14	1.53518e+3	1.29401e+13	2.55864e+3	4.63635e+11	3.58210e+3	1.69056e+10
5.11475e+2	3.97600e+14	1.53443e+3	1.30508e+13	2.55738e+3	4.70345e+11	3.58033e+3	1.72512e+10
5.11222e+2	3.98688e+14	1.53367e+3	1.31622e+13	2.55611e+3	4.77136e+11	3.57856e+3	1.76031e+10
5.10969e+2	3.99776e+14	1.53291e+3	1.32742e+13	2.55485e+3	4.84009e+11	3.57678e+3	1.79613e+10
5.10716e+2	4.00864e+14	1.53215e+3	1.33870e+13	2.55358e+3	4.90964e+11	3.57501e+3	1.83259e+10
5.10462e+2	4.01953e+14	1.53139e+3	1.35004e+13	2.55231e+3	4.98003e+11	3.57323e+3	1.86970e+10
5.10208e+2	4.03041e+14	1.53062e+3	1.36145e+13	2.55104e+3	5.05125e+11	3.57146e+3	1.90748e+10
5.09954e+2	4.04131e+14	1.52986e+3	1.37293e+13	2.54977e+3	5.12332e+11	3.56968e+3	1.94593e+10
5.09700e+2	4.04959e+14	1.52910e+3	1.38448e+13	2.54850e+3	5.19625e+11	3.56790e+3	1.98506e+10
5.09445e+2	4.06048e+14	1.52834e+3	1.39610e+13	2.54723e+3	5.27004e+11	3.56612e+3	2.02488e+10
5.09191e+2	4.07137e+14	1.52757e+3	1.40778e+13	2.54595e+3	5.34470e+11	3.56434e+3	2.06541e+10
5.08936e+2	4.08226e+14	1.52681e+3	1.41954e+13	2.54468e+3	5.42024e+11	3.56255e+3	2.10666e+10
5.08681e+2	4.09315e+14	1.52604e+3	1.43137e+13	2.54341e+3	5.49667e+11	3.56077e+3	2.14862e+10
5.08426e+2	4.10405e+14	1.52528e+3	1.44327e+13	2.54213e+3	5.57399e+11	3.55898e+3	2.19133e+10
5.08171e+2	4.11494e+14	1.52451e+3	1.45523e+13	2.54085e+3	5.65221e+11	3.55720e+3	2.23477e+10
5.07915e+2	4.12584e+14	1.52375e+3	1.46727e+13	2.53958e+3	5.73135e+11	3.55541e+3	2.27898e+10
5.07660e+2	4.13674e+14	1.52298e+3	1.47938e+13	2.53830e+3	5.81140e+11	3.55362e+3	2.32396e+10
5.07404e+2	4.14764e+14	1.52221e+3	1.49156e+13	2.53702e+3	5.89239e+11	3.55183e+3	2.36972e+10
5.07148e+2	4.15855e+14	1.52144e+3	1.50381e+13	2.53574e+3	5.97430e+11	3.55004e+3	2.41626e+10
5.06892e+2	4.16945e+14	1.52068e+3	1.51613e+13	2.53446e+3	6.05717e+11	3.54824e+3	2.46362e+10
5.06635e+2	4.18036e+14	1.51991e+3	1.52852e+13	2.53318e+3	6.14098e+11	3.54645e+3	2.51178e+10
5.06379e+2	4.19396e+14	1.51914e+3	1.54099e+13	2.53189e+3	6.22576e+11	3.54465e+3	2.56078e+10
5.06122e+2	4.20488e+14	1.51837e+3	1.55352e+13	2.53061e+3	6.31150e+11	3.54286e+3	2.61062e+10
5.05865e+2	4.21580e+14	1.51760e+3	1.56613e+13	2.52933e+3	6.39823e+11	3.54106e+3	2.66130e+10
5.05608e+2	4.22672e+14	1.51683e+3	1.57881e+13	2.52804e+3	6.48594e+11	3.53926e+3	2.71285e+10
5.05351e+2	4.23764e+14	1.51605e+3	1.59157e+13	2.52676e+3	6.57464e+11	3.53746e+3	2.76528e+10
5.05094e+2	4.24856e+14	1.51528e+3	1.60439e+13	2.52547e+3	6.66435e+11	3.53566e+3	2.81860e+10
5.04836e+2	4.25948e+14	1.51451e+3	1.61729e+13	2.52418e+3	6.75507e+11	3.53385e+3	2.87282e+10
5.04579e+2	4.27041e+14	1.51374e+3	1.63026e+13	2.52289e+3	6.84681e+11	3.53205e+3	2.92795e+10
5.04321e+2	4.28133e+14	1.51296e+3	1.64331e+13	2.52160e+3	6.93958e+11	3.53025e+3	2.98401e+10
5.04063e+2	4.29226e+14	1.51219e+3	1.65643e+13	2.52031e+3	7.03339e+11	3.52844e+3	3.04102e+10
5.03805e+2	4.30318e+14	1.51141e+3	1.66962e+13	2.51902e+3	7.12825e+11	3.52663e+3	3.09897e+10
5.03546e+2	4.31411e+14	1.51064e+3	1.68288e+13	2.51773e+3	7.22416e+11	3.52482e+3	3.15790e+10
5.03288e+2	4.32504e+14	1.50986e+3	1.69622e+13	2.51644e+3	7.32114e+11	3.52302e+3	3.21781e+10
5.03029e+2	4.33597e+14	1.50909e+3	1.70964e+13	2.51515e+3	7.41919e+11	3.52120e+3	3.27872e+10
5.02770e+2	4.34690e+14	1.50831e+3	1.72313e+13	2.51385e+3	7.51833e+11	3.51939e+3	3.34063e+10
5.02512e+2	4.35783e+14	1.50753e+3	1.73669e+13	2.51256e+3	7.61856e+11	3.51758e+3	3.40357e+10
5.02252e+2	4.36591e+14	1.50676e+3	1.75033e+13	2.51126e+3	7.71989e+11	3.51577e+3	3.46755e+10
5.01993e+2	4.37684e+14	1.50598e+3	1.76404e+13	2.50997e+3	7.82233e+11	3.51395e+3	3.53258e+10
5.01734e+2	4.38776e+14	1.50520e+3	1.77783e+13	2.50867e+3	7.92589e+11	3.51214e+3	3.59867e+10
5.01474e+2	4.39869e+14	1.50442e+3	1.79169e+13	2.50737e+3	8.03058e+11	3.51032e+3	3.66586e+10
5.01214e+2	4.40962e+14	1.50364e+3	1.80563e+13	2.50607e+3	8.13641e+11	3.50850e+3	3.73413e+10
5.00955e+2	4.42053e+14	1.50286e+3	1.81964e+13	2.50477e+3	8.24338e+11	3.50668e+3	3.80352e+10
5.00695e+2	4.43146e+14	1.50208e+3	1.83373e+13	2.50347e+3	8.35152e+11	3.50486e+3	3.87404e+10
5.00434e+2	4.44240e+14	1.50130e+3	1.84790e+13	2.50217e+3	8.46082e+11	3.50304e+3	3.94570e+10
5.00174e+2	4.45333e+14	1.50052e+3	1.86214e+13	2.50087e+3	8.57129e+11	3.50122e+3	4.01852e+10
4.99914e+2	4.46425e+14	1.49974e+3	1.87646e+13	2.49957e+3	8.68295e+11	3.49940e+3	4.09252e+10
4.99653e+2	4.47518e+14	1.49896e+3	1.89085e+13	2.49826e+3	8.79581e+11	3.49757e+3	4.16770e+10
4.99392e+2	4.48611e+14	1.49818e+3	1.90533e+13	2.49696e+3	8.90987e+11	3.49575e+3	4.24410e+10
4.99131e+2	4.49997e+14	1.49739e+3	1.91987e+13	2.49566e+3	9.02515e+11	3.49392e+3	4.32171e+10
4.98870e+2	4.51091e+14	1.49661e+3	1.93450e+13	2.49435e+3	9.14165e+11	3.49209e+3	4.40057e+10
4.98609e+2	4.52184e+14	1.49583e+3	1.94920e+13	2.49305e+3	9.25938e+11	3.49026e+3	4.48068e+10
4.98348e+2	4.53278e+14	1.49504e+3	1.96398e+13	2.49174e+3	9.37836e+11	3.48843e+3	4.56207e+10
4.98086e+2	4.54372e+14	1.49426e+3	1.97884e+13	2.49043e+3	9.49860e+11	3.48660e+3	4.64474e+10
4.97825e+2	4.55465e+14	1.49347e+3	1.99378e+13	2.48912e+3	9.62009e+11	3.48477e+3	4.72873e+10
4.97563e+2	4.56559e+14	1.49269e+3	2.00879e+13	2.48781e+3	9.74286e+11	3.48294e+3	4.81403e+10
4.97301e+2	4.57652e+14	1.49190e+3	2.02386e+13	2.48650e+3	9.86692e+11	3.48111e+3	4.90068e+10
4.97039e+2	4.58746e+14	1.49112e+3	2.03903e+13	2.48519e+3	9.99226e+11	3.47927e+3	4.98869e+10
4.96777e+2	4.59839e+14	1.49033e+3	2.05428e+13	2.48388e+3	1.01189e+12	3.47744e+3	5.07808e+10
4.96514e+2	4.60933e+14	1.48954e+3	2.06963e+13	2.48257e+3	1.02469e+12	3.47560e+3	5.16887e+10
4.96252e+2	4.62026e+14	1.48876e+3	2.08504e+13	2.48126e+3	1.03762e+12	3.47376e+3	5.26107e+10
4.95989e+2	4.63119e+14	1.48797e+3	2.10052e+13	2.47995e+3	1.05068e+12	3.47193e+3	5.35470e+10
4.95727e+2	4.64213e+14	1.48718e+3	2.11608e+13	2.47863e+3	1.06388e+12	3.47009e+3	5.44978e+10
4.95464e+2	4.65306e+14	1.48639e+3	2.13173e+13	2.47732e+3	1.07721e+12	3.46825e+3	5.54633e+10
4.95201e+2	4.66399e+14	1.48560e+3	2.14745e+13	2.47600e+3	1.09068e+12	3.46641e+3	5.64438e+10
4.94938e+2	4.67181e+14	1.48481e+3	2.16325e+13	2.47469e+3	1.10428e+12	3.46456e+3	5.74393e+10
4.94674e+2	4.68275e+14	1.48402e+3	2.17914e+13	2.47337e+3	1.11803e+12	3.46272e+3	5.84501e+10
4.94411e+2	4.69367e+14	1.48323e+3	2.19510e+13	2.47206e+3	1.13191e+12	3.46088e+3	5.94764e+10
4.94148e+2	4.70459e+14	1.48244e+3	2.21114e+13	2.47074e+3	1.14594e+12	3.45903e+3	6.05183e+10
4.93884e+2	4.71551e+14	1.48165e+3	2.22726e+13	2.46942e+3	1.16010e+12	3.45719e+3	6.15762e+10
4.93620e+2	4.72643e+14	1.48086e+3	2.24346e+13	2.46810e+3	1.17441e+12	3.45534e+3	6.26501e+10
4.93356e+2	4.73735e+14	1.48007e+3	2.25975e+13	2.46678e+3	1.18887e+12	3.45349e+3	6.37403e+10
4.93092e+2	4.74827e+14	1.47928e+3	2.27611e+13	2.46546e+3	1.20347e+12	3.45165e+3	6.48470e+10
4.92828e+2	4.75918e+14	1.47848e+3	2.29255e+13	2.46414e+3	1.21821e+12	3.44980e+3	6.59704e+10
4.92564e+2	4.77010e+14	1.47769e+3	2.30908e+13	2.46282e+3	1.23310e+12	3.44795e+3	6.71107e+10
4.92299e+2	4.78101e+14	1.47690e+3	2.32569e+13	2.46150e+3	1.24814e+12	3.44610e+3	6.82681e+10
4.92035e+2	4.79192e+14	1.47610e+3	2.34238e+13	2.46017e+3	1.26333e+12	3.44424e+3	6.94428e+10
4.91770e+2	4.80602e+14	1.47531e+3	2.35915e+13	2.45885e+3	1.27867e+12	3.44239e+3	7.06351e+10
4.91505e+2	4.81694e+14	1.47452e+3	2.37600e+13	2.45753e+3	1.29416e+12	3.44054e+3	7.18452e+10
4.91241e+2	4.82785e+14	1.47372e+3	2.39293e+13	2.45620e+3	1.30980e+12	3.43868e+3	7.30732e+10
4.90976e+2	4.83877e+14	1.47293e+3	2.40994e+13	2.45488e+3	1.32560e+12	3.43683e+3	7.43195e+10
4.90711e+2	4.84968e+14	1.47213e+3	2.42704e+13	2.45355e+3	1.34155e+12	3.43497e+3	7.55842e+10
4.90445e+2	4.86059e+14	1.47134e+3	2.44422e+13	2.45223e+3	1.35766e+12	3.43312e+3	7.68675e+10
4.90180e+2	4.87151e+14	1.47054e+3	2.46148e+13	2.45090e+3	1.37392e+12	3.43126e+3	7.81698e+10
4.89915e+2	4.88242e+14	1.46974e+3	2.47883e+13	2.44957e+3	1.39035e+12	3.42940e+3	7.94912e+10
4.89649e+2	4.89332e+14	1.46895e+3	2.49625e+13	2.44824e+3	1.40693e+12	3.42754e+3	8.08319e+10
4.89383e+2	4.90423e+14	1.46815e+3	2.51376e+13	2.44692e+3	1.42367e+12	3.42568e+3	8.21922e+10
4.89117e+2	4.91514e+14	1.46735e+3	2.53135e+13	2.44559e+3	1.44057e+12	3.42382e+3	8.35724e+10
4.88852e+2	4.92604e+14	1.46655e+3	2.54903e+13	2.44426e+3	1.45764e+12	3.42196e+3	8.49726e+10
4.88586e+2	4.93694e+14	1.46576e+3	2.56679e+13	2.44293e+3	1.47487e+12	3.42010e+3	8.63932e+10
4.88319e+2	4.94784e+14	1.46496e+3	2.58463e+13	2.44160e+3	1.49226e+12	3.41824e+3	8.78343e+10
4.88053e+2	4.95878e+14	1.46416e+3	2.60255e+13	2.44027e+3	1.50982e+12	3.41637e+3	8.92962e+10
4.87787e+2	4.96964e+14	1.46336e+3	2.62056e+13	2.43893e+3	1.52755e+12	3.41451e+3	9.07791e+10
4.87520e+2	4.97718e+14	1.46256e+3	2.63866e+13	2.43760e+3	1.54545e+12	3.41264e+3	9.22834e+10
4.87254e+2	4.98807e+14	1.46176e+3	2.65683e+13	2.43627e+3	1.56351e+12	3.41078e+3	9.38092e+10
4.86987e+2	4.99895e+14	1.46096e+3	2.67509e+13	2.43494e+3	1.58175e+12	3.40891e+3	9.53568e+10
4.86720e+2	5.00983e+14	1.46016e+3	2.69344e+13	2.43360e+3	1.60016e+12	3.40704e+3	9.69265e+10
4.86453e+2	5.02071e+14	1.45936e+3	2.71187e+13	2.43227e+3	1.61874e+12	3.40517e+3	9.85185e+10
4.86186e+2	5.03159e+14	1.45856e+3	2.73038e+13	2.43093e+3	1.63749e+12	3.40331e+3	1.00133e+11
4.85919e+2	5.04246e+14	1.45776e+3	2.74898e+13	2.42960e+3	1.65642e+12	3.40144e+3	1.01771e+11
4.85652e+2	5.05333e+14	1.45696e+3	2.76766e+13	2.42826e+3	1.67553e+12	3.39957e+3	1.03431e+11
4.85385e+2	5.06420e+14	1.45615e+3	2.78643e+13	2.42692e+3	1.69482e+12	3.39769e+3	1.05115e+11
4.85118e+2	5.07507e+14	1.45535e+3	2.80528e+13	2.42559e+3	1.71428e+12	3.39582e+3	1.06823e+11
4.84850e+2	5.08594e+14	1.45455e+3	2.82422e+13	2.42425e+3	1.73392e+12	3.39395e+3	1.08554e+11
4.84582e+2	5.10023e+14	1.45375e+3	2.84324e+13	2.42291e+3	1.75375e+12	3.39208e+3	1.10310e+11
4.84315e+2	5.11110e+14	1.45294e+3	2.86235e+13	2.42157e+3	1.77376e+12	3.39020e+3	1.12090e+11
4.84047e+2	5.12196e+14	1.45214e+3	2.88154e+13	2.42023e+3	1.79395e+12	3.38833e+3	1.13896e+11
4.83779e+2	5.13283e+14	1.45134e+3	2.90082e+13	2.41890e+3	1.81432e+12	3.38645e+3	1.15726e+11
4.83511e+2	5.14369e+14	1.45053e+3	2.92018e+13	2.41756e+3	1.83489e+12	3.38458e+3	1.17581e+11
4.83243e+2	5.15455e+14	1.44973e+3	2.93963e+13	2.41622e+3	1.85564e+12	3.38270e+3	1.19462e+11
4.82975e+2	5.16540e+14	1.44892e+3	2.95916e+13	2.41487e+3	1.87657e+12	3.38082e+3	1.21369e+11
4.82707e+2	5.17625e+14	1.44812e+3	2.97878e+13	2.41353e+3	1.89770e+12	3.37895e+3	1.23303e+11
4.82438e+2	5.18710e+14	1.44731e+3	2.99849e+13	2.41219e+3	1.91902e+12	3.37707e+3	1.25262e+11
4.82170e+2	5.19795e+14	1.44651e+3	3.01829e+13	2.41085e+3	1.94053e+12	3.37519e+3	1.27249e+11
4.81901e+2	5.20879e+14	1.44570e+3	3.03816e+13	2.40951e+3	1.96224e+12	3.37331e+3	1.29263e+11
4.81633e+2	5.21964e+14	1.44490e+3	3.05813e+13	2.40816e+3	1.98413e+12	3.37143e+3	1.31304e+11
4.81364e+2	5.23048e+14	1.44409e+3	3.07818e+13	2.40682e+3	2.00623e+12	3.36955e+3	1.33373e+11
4.81095e+2	5.24131e+14	1.44329e+3	3.09832e+13	2.40548e+3	2.02852e+12	3.36767e+3	1.35469e+11
4.80826e+2	5.25215e+14	1.44248e+3	3.11855e+13	2.40413e+3	2.05101e+12	3.36578e+3	1.37595e+11
4.80557e+2	5.26298e+14	1.44167e+3	3.13886e+13	2.40279e+3	2.07370e+12	3.36390e+3	1.39748e+11
4.80288e+2	5.27381e+14	1.44086e+3	3.15926e+13	2.40144e+3	2.09659e+12	3.36202e+3	1.41931e+11
4.80019e+2	5.28103e+14	1.44006e+3	3.17975e+13	2.40010e+3	2.11969e+12	3.36013e+3	1.44143e+11
4.79750e+2	5.29184e+14	1.43925e+3	3.20032e+13	2.39875e+3	2.14298e+12	3.35825e+3	1.46385e+11
4.79481e+2	5.30265e+14	1.43844e+3	3.22098e+13	2.39740e+3	2.16649e+12	3.35636e+3	1.48657e+11
4.79211e+2	5.31346e+14	1.43763e+3	3.24173e+13	2.39606e+3	2.19019e+12	3.35448e+3	1.50959e+11
4.78942e+2	5.32426e+14	1.43683e+3	3.26257e+13	2.39471e+3	2.21411e+12	3.35259e+3	1.53291e+11
4.78672e+2	5.33507e+14	1.43602e+3	3.28349e+13	2.39336e+3	2.23823e+12	3.35070e+3	1.55655e+11
4.78402e+2	5.34586e+14	1.43521e+3	3.30450e+13	2.39201e+3	2.26256e+12	3.34882e+3	1.58049e+11
4.78133e+2	5.35666e+14	1.43440e+3	3.32560e+13	2.39066e+3	2.28711e+12	3.34693e+3	1.60476e+11
4.77863e+2	5.36745e+14	1.43359e+3	3.34679e+13	2.38931e+3	2.31186e+12	3.34504e+3	1.62934e+11
4.77593e+2	5.37824e+14	1.43278e+3	3.36806e+13	2.38797e+3	2.33683e+12	3.34315e+3	1.65424e+11
4.77323e+2	5.39270e+14	1.43197e+3	3.38942e+13	2.38662e+3	2.36202e+12	3.34126e+3	1.67948e+11
4.77053e+2	5.40349e+14	1.43116e+3	3.41087e+13	2.38527e+3	2.38742e+12	3.33937e+3	1.70504e+11
4.76783e+2	5.41428e+14	1.43035e+3	3.43241e+13	2.38392e+3	2.41304e+12	3.33748e+3	1.73093e+11
4.76513e+2	5.42506e+14	1.42954e+3	3.45404e+13	2.38256e+3	2.43888e+12	3.33559e+3	1.75716e+11
4.76243e+2	5.43584e+14	1.42873e+3	3.47575e+13	2.38121e+3	2.46493e+12	3.33370e+3	1.78373e+11
4.75972e+2	5.44662e+14	1.42792e+3	3.49756e+13	2.37986e+3	2.49121e+12	3.33181e+3	1.81065e+11
4.75702e+2	5.45739e+14	1.42711e+3	3.51945e+13	2.37851e+3	2.51771e+12	3.32991e+3	1.83791e+11
4.75431e+2	5.46815e+14	1.42629e+3	3.54143e+13	2.37716e+3	2.54444e+12	3.32802e+3	1.86552e+11
4.75161e+2	5.47892e+14	1.42548e+3	3.56350e+13	2.37580e+3	2.57139e+12	3.32613e+3	1.89349e+11
4.74890e+2	5.48968e+14	1.42467e+3	3.58559e+13	2.37445e+3	2.59857e+12	3.32423e+3	1.92182e+11
